# Logfile created on 2020-07-16 22:00:16 -0300 by logger.rb/66358
I, [2020-07-16T22:01:54.482927 #34772]  INFO -- : Teste finalizado
I, [2020-07-16T22:03:31.361835 #35156]  INFO -- : Iniciou o teste
I, [2020-07-16T22:03:31.367172 #35156]  INFO -- : Clicou no botão OK, dentro da modal de bem-vindo
I, [2020-07-16T22:03:31.367300 #35156]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:03:31.673403 #35156]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:03:31.837960 #35156]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:03:31.838369 #35156]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:32.276344 #35156]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:32.487743 #35156]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:32.488088 #35156]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2020-07-16T22:03:32.577512 #35156]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2020-07-16T22:03:33.101146 #35156]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/plus usando o tipo de busca ID
I, [2020-07-16T22:03:33.101526 #35156]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:33.136147 #35156]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:33.680564 #35156]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/five usando o tipo de busca ID
I, [2020-07-16T22:03:33.680911 #35156]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2020-07-16T22:03:34.211269 #35156]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2020-07-16T22:03:34.329709 #35156]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/equal usando o tipo de busca ID
I, [2020-07-16T22:03:34.329780 #35156]  INFO -- : Está buscando o texto do elemento com.tricolorcat.calculator:id/display usando o tipo de busca ID
I, [2020-07-16T22:03:35.322965 #35156]  INFO -- : Teste finalizado
I, [2020-07-16T22:20:08.005284 #36461]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:20:08.463262 #36461]  INFO -- : Aguardou a existência do elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:20:08.586845 #36461]  INFO -- : Clicou no botão com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:20:09.292524 #36461]  INFO -- : Teste finalizado
I, [2020-07-16T22:20:37.057918 #36532]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:20:57.482162 #36532]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:21:17.817255 #36532]  INFO -- : Verificando se existe o elemento com.tricolorcat.calculator:id/btOK usando o tipo de busca ID
I, [2020-07-16T22:21:38.609681 #36532]  INFO -- : Teste finalizado
I, [2020-07-16T22:23:32.172602 #36804]  INFO -- : Verificando se existe o elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T22:23:32.650741 #36804]  INFO -- : Aguardou a existência do elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T22:23:32.729393 #36804]  INFO -- : Clicou no botão com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T22:23:33.028878 #36804]  INFO -- : Teste finalizado
I, [2020-07-16T22:38:11.001107 #38181]  INFO -- : Teste finalizado
I, [2020-07-16T22:38:38.919013 #38207]  INFO -- : Teste finalizado
I, [2020-07-16T22:39:16.220365 #38306]  INFO -- : Teste finalizado
I, [2020-07-16T22:39:45.978029 #38378]  INFO -- : Verificando se existe o elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:39:46.049537 #38378]  INFO -- : Aguardou a existência do elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:39:46.455024 #38378]  INFO -- : Clicou no botão login_button usando o tipo de busca ID
I, [2020-07-16T22:39:47.542601 #38378]  INFO -- : Teste finalizado
I, [2020-07-16T22:41:07.431791 #38494]  INFO -- : Verificando se existe o elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:41:07.493815 #38494]  INFO -- : Aguardou a existência do elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:41:07.898410 #38494]  INFO -- : Clicou no botão login_button usando o tipo de busca ID
I, [2020-07-16T22:41:08.987251 #38494]  INFO -- : Teste finalizado
I, [2020-07-16T22:45:39.531373 #38826]  INFO -- : Verificando se existe o elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:45:39.597944 #38826]  INFO -- : Aguardou a existência do elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:45:40.009850 #38826]  INFO -- : Clicou no botão login_button usando o tipo de busca ID
I, [2020-07-16T22:45:41.074557 #38826]  INFO -- : Teste finalizado
I, [2020-07-16T22:48:12.182846 #39101]  INFO -- : Verificando se existe o elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:48:12.245326 #39101]  INFO -- : Aguardou a existência do elemento login_button usando o tipo de busca ID
I, [2020-07-16T22:48:12.602475 #39101]  INFO -- : Clicou no botão login_button usando o tipo de busca ID
I, [2020-07-16T22:48:13.676380 #39101]  INFO -- : Teste finalizado
I, [2020-07-16T23:23:52.076908 #42200]  INFO -- : Verificando se existe o elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:23:52.585289 #42200]  INFO -- : Aguardou a existência do elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:23:52.725460 #42200]  INFO -- : Clicou no botão com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:23:53.039410 #42200]  INFO -- : Teste finalizado
I, [2020-07-16T23:27:02.798965 #42449]  INFO -- : Teste finalizado
I, [2020-07-16T23:35:00.828506 #43262]  INFO -- : Teste finalizado
I, [2020-07-16T23:36:57.417276 #43473]  INFO -- : Teste finalizado
I, [2020-07-16T23:38:23.548514 #43726]  INFO -- : Teste finalizado
I, [2020-07-16T23:38:59.392865 #43828]  INFO -- : Teste finalizado
I, [2020-07-16T23:39:28.048517 #43914]  INFO -- : Teste finalizado
I, [2020-07-16T23:40:04.774314 #44022]  INFO -- : Teste finalizado
I, [2020-07-16T23:40:54.757448 #44142]  INFO -- : Teste finalizado
I, [2020-07-16T23:41:43.482006 #44256]  INFO -- : Teste finalizado
I, [2020-07-16T23:42:28.114022 #44396]  INFO -- : Teste finalizado
I, [2020-07-16T23:43:24.595032 #44562]  INFO -- : Verificando se existe o elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:43:25.022302 #44562]  INFO -- : Aguardou a existência do elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:43:25.131251 #44562]  INFO -- : Clicou no botão com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
I, [2020-07-16T23:43:25.422017 #44562]  INFO -- : Teste finalizado
I, [2020-07-16T23:44:10.301831 #44704]  INFO -- : Verificando se existe o elemento com.example.qazando.espressotests:id/btn_sign_up_login usando o tipo de busca ID
